date,section,lead_paragraph
2019-04-11 19:20:19+00:00,Opinion,To the Editor:
2019-03-13 15:00:05+00:00,Opinion,Donald Trump’s low approval ratings have attracted a crush of Democrats vying to make him a one-term president. But he might have an unlikely ally in his re-election bid: Democrats’ mess of a primary system.
2019-05-18 14:16:03+00:00,World,"SYDNEY, Australia — Scott Morrison, Australia’s conservative prime minister, scored a surprise victory in federal elections on Saturday, propelled by a populist wave — the “quiet Australians,” he termed it — resembling the force that has upended politics in the United States, Britain and beyond."
2019-06-28 12:51:02+00:00,World,"President Trump and President Vladimir V. Putin of Russia on Friday had their first formal meeting in a year in Osaka, Japan."
2019-04-20 08:50:01+00:00,World,"India’s election is the largest in the world. With roughly 900 million eligible voters, polling is a challenge. Our animated video explains how the government pulls it off."
2019-08-21 14:24:59+00:00,U.S.,"(Reuters) - Survivors of the Parkland, Florida, high school massacre on Wednesday released a sweeping gun-control plan that would ban assault-style rifles and take other steps in hopes of halving U.S. firearms deaths and injuries within a decade."
2019-07-15 09:00:17+00:00,The Upshot,"The 2020 presidential election is poised to have the highest turnout in a century, with the potential to reshape the composition of the electorate in a decisive way."
2019-05-08 15:11:57+00:00,Opinion,"As the Democratic candidates debate whether current and former prisoners should be allowed to vote, it’s worth recalling that many other countries make it easy for incarcerated people to do it."
2019-03-24 17:58:04+00:00,World,"BANGKOK — A military-linked party took an unexpected lead in elections in Thailand on Sunday, most likely cementing the army’s status as the country’s dominant political force."
2019-04-04 23:29:17+00:00,World,The Australia Letter is a weekly newsletter from our Australia bureau. Sign up to get it by email.
2019-03-31 12:06:56+00:00,World,"KIEV, Ukraine — A Ukrainian comedian who plays an accidental president on television delivered a walloping rebuke to the country’s political class in the presidential election on Sunday by emerging first in a crowded field of candidates, exit polls indicated."
2019-04-30 11:25:43+00:00,U.S.,"Primary voters in North Carolina are going to the polls on Tuesday, looking to thin a field of more than two dozen candidates who are running to replace Walter B. Jones Jr., a longtime congressman who died in February. Mr. Jones, a Republican, had held the seat in the Third Congressional District on the Atlantic Coast from 1995 until his death."
2019-04-12 10:00:04+00:00,Podcasts,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher
2019-07-31 17:00:46+00:00,World,"TAIPEI, Taiwan — The Chinese government announced on Wednesday that it would temporarily stop issuing individual travel permits to Taiwan, a move that appears intended to influence the politics of the self-governing island ahead of a coming election."
2019-05-14 12:43:56+00:00,World,"MANILA — Allies of President Rodrigo Duterte appear to have swept the elections for the Philippine Senate, according to unofficial results on Tuesday, giving him a stronger grip on the one legislative chamber that had shown some degree of independence from his authoritarian rule."
2019-04-02 09:48:41+00:00,World,"ISTANBUL — President Recep Tayyip Erdogan’s party has lost control of Turkey’s two largest cities, Istanbul and Ankara, a complete tally of local election ballots showed on Tuesday, but the governing party said it would challenge the outcomes."
2019-06-19 10:00:03+00:00,Podcasts,The president opened his 2020 bid in Florida with a familiar message. We look at what the rally signals about the campaign ahead.
2018-11-01 23:43:23+00:00,Opinion,One of the pleasures and challenges of this job is you do a lot of traveling. I’ve been in 23 states over the last three months. The general impression I get is that I’m not covering a midterm election campaign. I’m covering two separate electorates.
2019-04-08 19:55:30+00:00,World,"OTTAWA — Canada is expecting foreign interference in its national election in October, and is considering stronger regulation of social media companies to ensure they block meddling in the voting, the minister responsible for election integrity said on Monday."
2019-02-25 11:23:48+00:00,World,"ABUJA, Nigeria — Election Day violence killed at least 39 people across Nigeria, civil society groups reported, and with ballot-counting temporarily halted and rumors flying, Nigerians were left waiting on Monday for an announcement of the winner in the presidential contest."
2019-04-29 03:30:12+00:00,Briefing,(Want to get this briefing by email? Here’s the sign-up.)
2019-03-10 15:59:26+00:00,World,"NEW DELHI — General elections in India will begin on April 11, officials announced on Sunday, with some 900 million voters eligible to cast ballots to fill parliamentary seats and choose the next prime minister in the world’s largest democracy."
2019-05-28 22:30:06+00:00,Opinion,"Last week’s elections to the European Parliament, like many other elections these days, were more of an ideological battleground than a process of choosing representatives to a legislature. The populist nationalists on the rise across much of the world had been expected to score big, and to the degree that they fell short there was relief. But there was little else to pop Champagne corks about."
2019-04-09 14:57:04+00:00,World,"Israel’s parliamentary election on Tuesday brings an end to a neck-and-neck campaign that saw Prime Minister Benjamin Netanyahu, the veteran politician of the Israeli right and one of the country’s longest-serving leaders, facing the strongest challenge in years. "
2019-04-10 21:50:06+00:00,World,How does the election work? Will Modi win? What are the main issues facing India and its 900 million voters?
2018-09-06 21:56:24+00:00,New York,"On the morning of the 2016 presidential election, a line was forming outside of the Julia Richman Educational Complex, a polling site on the Upper East Side of Manhattan. It was Trump vs. Clinton, and everyone had expected high turnout, but when a few of the site’s scanners jammed, a crowd started to fill the auditorium as well."
2019-05-23 03:34:12+00:00,Briefing,(Want to get this briefing by email? Here’s the sign-up.)
2019-03-11 15:02:44+00:00,World,"NEW DELHI — Only one month ago, Narendra Modi, India’s once unstoppable prime minister, seemed surprisingly vulnerable going into his re-election campaign."
2019-08-02 11:55:55+00:00,World,"LONDON — Boris Johnson has been British prime minister for barely a week, and the honeymoon appears to be over. His Conservative Party lost a special election, cutting his working majority in Parliament to just one seat at a critical moment for the country."
2019-04-03 16:09:00+00:00,World,"JERUSALEM — Israeli politics is not subtle. Threats are always existential, opponents are out to destroy everything voters hold dear, and the enemies aiming rockets at residential neighborhoods from the Galilee to the Gaza periphery can seem only scarcely more menacing than the supposed enemies within."
2019-05-18 01:00:09+00:00,Reader Center,"A record number of women were expected to vote in India’s general election, and for the first time, they may account for half or more of the total votes cast — all at a moment when the country faces a slowing economy, societal divisions and environmental challenges, among other issues."
