year_type,year,organization_group_code,organization_group,department_code,department,union_code,union,job_family_code,job_family,job_code,job,employee_identifier,salaries,overtime,other_salaries,total_salary,retirement,health_dental,other_benefits,total_benefits,total_compensation
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,39811,8445.24,0.0,0.0,8445.24,0.0,3110.17,653.81,3763.98,12209.22
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,47764,65644.31,17947.12,1632.64,85224.07,18386.06,12932.89,6441.37,37760.32,122984.39
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,11693,51773.83,6634.38,1823.61,60231.82,15012.41,13338.9,4361.09,32712.4,92944.22
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,49065,69117.87,25845.55,2189.94,97153.36,19565.47,13621.31,7418.62,40605.4,137758.76
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,36783,56531.0,0.0,972.45,57503.45,11667.81,12424.5,4769.34,28861.65,86365.1
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,1357,68845.27,20765.17,2966.96,92577.4,19638.86,13554.71,7024.68,40218.25,132795.65
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,23182,54876.01,1618.9,805.56,57300.47,16511.23,10975.89,4178.71,31665.83,88966.3
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,15510,66332.92,14248.84,4003.52,84585.28,20887.09,13304.89,6603.64,40795.62,125380.9
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,1348,54221.55,14657.44,3676.15,72555.14,17181.43,10871.95,5317.05,33370.43,105925.57
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9131,"Station Agent, Muni Railway",11034,82485.7,23746.46,12201.88,118434.04,18351.77,12417.04,9643.87,40412.68,158846.72
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,2511,40701.73,6623.23,3178.55,50503.51,11401.1,12281.73,3800.68,27483.51,77987.02
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,48571,34424.26,0.0,756.4,35180.66,7847.04,6953.79,2959.97,17760.8,52941.46
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,47956,39799.32,0.0,4508.51,44307.83,9698.35,8897.79,3501.76,22097.9,66405.73
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,39228,9149.06,0.0,61.31,9210.37,0.0,0.0,727.62,727.62,9937.99
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,1625,10312.34,2326.85,243.68,12882.87,2977.56,3262.6,985.08,7225.24,20108.11
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,46582,61148.7,13610.48,1780.83,76540.01,18677.12,12239.1,5979.17,36895.39,113435.4
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,38045,67128.01,17494.08,804.86,85426.95,18583.14,13224.81,6281.25,38089.2,123516.15
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,50007,64819.07,10424.17,770.3,76013.54,14949.88,12773.7,5809.03,33532.61,109546.15
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,39082,60500.21,3863.71,5003.69,69367.61,19440.72,12116.98,5060.66,36618.36,105985.97
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,3372,3360.8,490.95,274.09,4125.84,1006.2,669.87,297.79,1973.86,6099.7
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,24968,0.0,0.0,817.6,817.6,0.0,0.0,62.55,62.55,880.15
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,31489,1059.69,283.85,0.0,1343.54,299.89,335.27,104.01,739.17,2082.71
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,22102,57091.71,5016.99,1400.14,63508.84,17348.86,11439.87,4957.19,33745.92,97254.76
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,2351,48508.2,10297.29,2176.24,60981.73,10288.82,9652.88,4982.21,24923.91,85905.64
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,2921,67556.26,14563.95,4485.74,86605.95,21397.53,13529.46,6618.09,41545.08,128151.03
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,375,65369.9,2300.83,2024.29,69695.02,20009.91,13091.64,4932.5,38034.05,107729.07
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2706,Housekeeper/Food Service Clnr,45911,49003.83,0.0,3437.42,52441.25,13214.65,12460.56,4086.58,29761.79,82203.04
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,21629,62155.5,21541.7,14657.4,98354.6,16021.09,12500.56,7764.4,36286.05,134640.65
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,11448,55533.12,0.0,626.4,56159.52,14489.09,12500.56,4566.18,31555.83,87715.35
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,3088,53892.32,0.0,2250.45,56142.77,12088.02,12032.57,4621.3,28741.89,84884.66
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,19409,54124.03,9226.7,2530.2,65880.93,12250.25,12424.5,5373.25,30048.0,95928.93
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,21390,64306.94,30571.72,8258.45,103137.11,21554.2,12878.33,7845.79,42278.32,145415.43
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,46124,91681.82,13252.74,10206.53,115141.09,21715.59,12596.34,9100.48,43412.41,158553.5
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,1236,12214.95,766.73,171.17,13152.85,2968.52,3768.03,1016.76,7753.31,20906.16
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,44101,66914.97,23528.47,5763.51,96206.95,19941.87,13187.66,7309.73,40439.26,136646.21
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,254,"Transport Workers - Fare Inspectors, Local 250-A",9100,Street Transit,9132,Transit Fare Inspector,33170,7542.0,0.0,284.62,7826.62,1969.23,1433.6,629.79,4032.62,11859.24
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,15192,62468.83,0.0,1748.68,64217.51,13165.18,12424.5,5243.81,30833.49,95051.0
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,38151,9099.1,0.0,0.0,9099.1,0.0,0.0,729.2,729.2,9828.3
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,18817,59420.91,18353.17,1418.19,79192.27,16819.95,11740.8,5957.5,34518.25,113710.52
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,14319,21608.0,1569.54,947.66,24125.2,4107.83,3488.42,1969.39,9565.64,33690.84
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,21730,55134.52,1993.8,6990.16,64118.48,13379.32,12318.55,5278.94,30976.81,95095.29
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,45755,63558.75,15494.03,810.08,79862.86,19104.41,12731.83,6008.03,37844.27,117707.13
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,32604,65452.83,8389.13,1692.41,75534.37,18329.88,12891.85,5675.17,36896.9,112431.27
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,43744,39554.04,889.49,532.04,40975.57,10789.96,7802.71,3033.62,21626.29,62601.86
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,17463,55943.3,0.0,2576.4,58519.7,12688.68,12500.56,4804.54,29993.78,88513.48
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,20344,756.94,0.0,0.0,756.94,0.0,197.12,58.75,255.87,1012.81
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,52854,52700.88,16452.3,3484.21,72637.39,16661.94,10559.98,5369.97,32591.89,105229.28
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,46325,27142.13,3267.98,1331.57,31741.68,7137.37,8448.1,2390.78,17976.25,49717.93
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,13977,69550.55,22453.92,548.19,92552.66,19179.13,13707.75,7023.19,39910.07,132462.73
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,44392,40966.0,1773.9,1665.46,44405.36,12397.14,8146.82,3378.71,23922.67,68328.03
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,43294,54247.36,0.0,3242.1,57489.46,11358.77,11919.52,4711.71,27990.0,85479.46
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,34995,50241.41,0.0,0.0,50241.41,12038.36,12424.5,4076.8,28539.66,78781.07
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,25972,57578.52,17211.07,3410.73,78200.32,18103.27,11539.84,6090.19,35733.3,113933.62
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,13181,92698.5,4858.59,4374.51,101931.6,19293.93,12520.08,8331.5,40145.51,142077.11
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,32623,64037.65,14076.36,3072.43,81186.44,18488.76,12635.6,6089.9,37214.26,118400.7
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,2256,65475.6,17201.97,4095.58,86773.15,19039.5,12902.32,6728.68,38670.5,125443.65
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,38851,65327.91,18343.76,5265.97,88937.64,20964.18,13085.29,6606.7,40656.17,129593.81
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,49481,51535.9,0.0,6433.15,57969.05,14520.48,12165.29,4515.21,31200.98,89170.03
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,11276,56531.0,0.0,6542.9,63073.9,12539.33,12424.5,4912.82,29876.65,92950.55
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,4094,41694.45,7889.88,1568.58,51152.91,9501.63,5184.62,1911.73,16597.98,67750.89
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,9965,8799.22,0.0,61.31,8860.53,0.0,0.0,700.75,700.75,9561.28
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,5343,59887.32,11209.64,5720.1,76817.06,19466.44,11993.7,6003.62,37463.76,114280.82
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,47697,36921.0,8225.89,7100.17,52247.06,9595.71,7466.81,4122.61,21185.13,73432.19
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,43081,48161.59,3811.89,1492.33,53465.81,13906.2,13163.66,3829.54,30899.4,84365.21
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1402,Junior Clerk,29931,3668.63,469.5,0.0,4138.13,0.0,1111.03,321.4,1432.43,5570.56
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,44332,42529.2,288.01,4855.49,47672.7,10260.67,5829.95,3908.26,19998.88,67671.58
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,23087,67337.12,7111.07,1075.67,75523.86,18745.67,13272.36,5850.79,37868.82,113392.68
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,254,"Transport Workers - Fare Inspectors, Local 250-A",9100,Street Transit,9132,Transit Fare Inspector,12061,11061.6,0.0,319.24,11380.84,3310.74,2107.37,948.06,6366.17,17747.01
